,titulo,artista,letras
194,Cancelado,Rayanne Vanessa," Estava tudo pronto, entreguei todos os pontos. Me rendi porque a morte, havia levado mais um dos meus. O sepulcro está pronto, carpideira já os prantos. Pois depois do meu marido agora o meu filho faleceu. E lá vamos nós seguindo eu olhava pro menino. Que pra mim era tão lindo, mas precisava sepultar. Mas no portão da Cidade, com ar de felicidade. Um homem chamado Jesus veio me encontrar. Parou o cortejo e veio em direção a mim. Olhou em meus olhos e me disse assim. Não chore, inexplicavelmente eu parei de chorar. Ele me olhou e íntima compaixão de mim sentiu. E ao esquife ele se dirigiu. Tocou e assim começou a falar. E Jesus estende a mão e começa a dizer assim para o menino. Menino levanta, levanta, levanta a te. Te digo levanta, levanta. Mexeu as mãos, mexeu os pés. Abriu os olhos começou sentar. Abriu boca e de repente começou falar. A respiração voltou ao normal. Bate coração foi embora o mal. Me devolveu o menino. Gritei pra quem vinha seguindo. Tá cancelado o funeral. Ele ta dando a ordem nessa noite.  "
195,Oferta Agradável a Ti,Cassiane," A Tua Palavra escondi, guardada no meu coração. Pra eu não pecar contra Ti, Senhor. A Tua Palavra escondi. Minhas vestes no sangue lavei. E das Tuas águas bebi. Pra ser uma oferta agradável a Ti. Minha vida a Ti consagrei. Meus dons e talentos são pra Te servir. Meus dons preciosos são Teus. Não vejo razão na minha vida sem Ti. Tu és meu Senhor e meu Deus. Assim como o fogo refina o ouro. Vem Tua obra em mim completar. Até que o mundo possa ver. Tua glória em meu rosto brilhar.  "
196,Vou Deixar Na Cruz,Kleber Lucas," Sua morte ali na cruz. Carregando a minha dor. Você se expôs por mim. Se entregou em meu lugar. E me deu uma nova chance. Eu vou recomeçar. Vou deixar na cruz tudo o que passou. Tudo o que ficou pra trás. Olho pra você, corro pra você. O seu amor me chama. Eu dependo desse amor. Do seu amor mais que tudo. Eu confio que esse amor tem poder pra curar dores.  "
197,Descansarei,Jotta A," Cobreme. Com Tuas mãos. Com poder. Vem me esconder, Senhor. Se o trovão e o mar se erguendo vêm. Sobre a tempestade eu voarei. Sobre as águas Tu também és Rei. Descansarei, pois sei que és Deus. Minh'alma está. Segura em Ti. Sabes bem. Que em Cristo firme estou. Se o trovão e o mar se erguendo vêm. Sobre a tempestade eu voarei. Sobre as águas Tu também és Rei. Descansarei, pois sei que és Deus.  "
198,A Dracma e o Seu Dono (part. Thalles Roberto),Damares," Não sei por que tu me amas tanto assim. Apaguei minha história, me afastei do teu jardim. Pedia água, ninguém me dava de beber. Sentia fome e assistia minha alma falecer. Por isso que desci do céu, acendi a minha luz. Te procurei, te procurei, te procurei. Que bom, filha, que te encontrei. Por isso aqui no céu eu dei uma linda festa. Não fala assim senão eu choro. Seu gesto é maior que toda a compreensão. Eu só te adoro. Do seu valor só eu entendo. Uma nova história de uma dracma estou escrevendo. Não sou mais uma dracma perdida. Teu amor iluminou toda Terra até encontrar o meu coração. Uma pedra tão pequena pra fazer valer a pena. Só o Senhor pra ter tamanha explicação. Não és mais uma dracma perdida. Decidi e te busquei. Revirei o mundo inteiro até encontrar seu coração. Uma pedra tão pequena que pra mim valeu a pena. O valor de uma alma, filha, é toda a minha explicação. Eternamente juntos iremos ficar. Nem a vida nem a morte vão nos separar. Tu és meu dono. Filha, eu te amo. Nossa história consumada está. Eternamente juntos iremos ficar. Nem a vida nem a morte vão nos separar. Tu és meu dono. Filha, eu te amo. Nossa história consumada está.  "
199,Amigos Pela Fé,Anjos de Resgate," Quem me dará um ombro amigo. Quando eu precisar. E se eu cair, se eu vacilar. Quem vai me levantar. Sou eu, quem vai ouvir você. Quando o mundo não puder te entender. Foi Deus, quem te escolheu pra ser. O melhor amigo que eu pudesse ter. Amigos, pra sempre. Bons amigos que nasceram pela fé. Amigos, pra sempre. Para sempre amigos sim, se Deus quiser. Quem é que vai me acolher. Na minha indecisão. Se eu me perder pelo caminho. Quem me dará a mão. Foi Deus, quem consagrou você e eu. Para sermos bons amigos, num só coração. Por isso eu estarei aqui. Quando tudo parecer sem solução. Peço a Deus que te guarde. (Que te guarde, abençoe e mostre a sua face). E te dê a sua paz.  "
200,"Pai, Eu Confiarei",Bruna Karla," Eu sei que a caminhada. É tão difícil de seguir. É tão bom estar sorrindo. Quando tudo vai bem. Eu quero ver tua fé. Quando o mundo te esquecer. Lembrarás que eu sou o teu Deus. Deixarás te levar (Confio em Ti). Vai em mim descansar (Confio em Ti). Lembrarás das promessas que eu te fiz (Que eu te fiz). Quando for impossível (Clamarás a mim). Clamarás a mim. Lembrarás que sou teu pai. Ou me esquecerás. Senhor eu confio em ti. E se chorares (Confio em Ti). E se te machucares (Confio em Ti). Lembrarás das promessas que eu te fiz. (Que eu te fiz). Quando for impossível (Clamarás a mim). Clamarás a mim. Lembrarás que sou teu pai ou me esquecerás. Senhor, eu confio em Ti. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei. Pai, eu confiarei, Pai, eu confiarei.  "
201,Deus Está Aqui,Corinhos Evangélicos," Deus está aqui, aleluia. Tão certo como o ar que eu respiro. Tão certo como o amanhã que se levanta. Tão certo como eu te falo e podes me ouvir. Tão certo como eu te falo e podes me ouvir. Deus está aqui, aleluia. Tão certo como o ar que eu respiro. Tão certo como o amanhã que se levanta. Tão certo como eu te falo e podes me ouvir. Tão certo como eu te falo e podes me ouvir.  "
202,O Valor de Uma Alma,Mara Lima," Irmão, você sabe o valor que tem uma alma. Nem todos recursos humanos poderiam pagar. O dinheiro, a prata e o ouro do mundo inteiro. É pouco demais pro valor de uma alma poder comparar. Irmão, o valor de uma alma custou muito caro. É necessário sentirmos por ela imenso amor. Zelando, ensinando e orando e às vezes chorando. Devemos buscar todas as almas que Jesus comprou. Irmão, quantas vezes tem alma ao teu lado chorando. Sofrendo, gemendo com o fardo pesado de dor. Se ela chegar perecer você é o culpado. Tenhas cuidado porque uma alma, tem muito valor. Irmão, você lembra do ide do Mestre amado. Não foi um pedido mas ordem que Ele nos deu. Como podemos ficar com os braços cruzados. Se Ele de braços abertos por todos morreu. Irmão você sabe o valor que tem uma alma.  "
203,Uma Nova História,Fernandinho," Sai de tua tenda, oh, filho meu. E te mostrarei as estrelas do céu. Sai de tua tenda, oh, filho meu. Te mostrarei a areia do mar. Será que podes contar. Será que podes imaginar. Tudo aquilo que sonhei para ti, filho meu. O que minhas mãos fizeram para ti, filho meu. Minha bênção será sobre ti. Uma nova história, Deus tem pra mim. Um novo tempo, Deus tem pra mim. E tudo aquilo que perdido foi. Ouvirei de sua boca, te abençoarei. Sai de tua tenda, oh, filho meu. E te mostrarei as estrelas do céu. Será que podes imaginar. Tudo aquilo que sonhei para ti, filho meu. O que minhas mãos fizeram para ti, filho meu. Minha bênção será sobre ti. Uma nova história, Deus tem pra mim. Um novo tempo, Deus tem pra mim. E tudo aquilo que perdido foi. Ouvirei de sua boca, te abençoarei. Uma nova história, Deus tem pra mim. Um novo tempo, Deus tem pra mim. E tudo aquilo que perdido foi. Ouvirei de sua boca, te abençoarei.  "
204,Família,Regis Danese, Te agradeço pela minha família. E por tua presença no meu lar. Te agradeço pelo pão de cada dia. Que o Senhor nunca deixou faltar. Te agradeço pela nossa harmonia. Só em ti Senhor podemos confiar. Já te agradeço pelas tuas maravilhas. E os milagres que ainda há de operar. A minha família é bênção do Senhor. Me ensina a tratar minha família com amor. Edifica minha casa para o teu louvor. A minha família é um presente do Senhor.  
205,Eu Sei Que Dói,Samuel Mariano," Eu sei que dói, dói quando alguém vem até você. E ainda diz Desculpa foi sem querer Mas já machucou. Eu sei que dói, dói quando você se esforça tanto. Perde até o sono organizando e no final, não agradou. Eu sei que dói, dói porque tem gente que não pensa. Aí nos coloca numa prensa. Sem se importar no que vai dar. Fala mal e diz o que não viu. E quando você soube seu coração feriu. Mas há um Deus no céu que sabe te consolar. Ele vê o teu sorriso quando você quer chorar. Ele vê o teu silêncio quando você quer falar. Ele sabe exatamente. O tamanho da ferida que fizeram em você. Ele vê quando caminhas mesmo querendo parar. Quando você diz Sou forte E na verdade fraco está. Só mesmo sendo Deus pra conseguir te entender. Eu sei que dói, eu sei que dói. Mas aguenta firme. É só mais uma noite, isso vai passar. Eu sei que dói, eu sei que dói. O choro dura uma noite. Mas pela manhã a alegria virá.  "
206,Ainda Que a Figueira,Fernandinho," Tu és a minha porção. Tu és a minha herança. Tu és o meu socorro. Nos dias de tribulação, ooh ooh. Mesmo que meus pais me deixem. Mesmo que amigos me traiam. Eu sei que em Seus braços. Eu encontro salvação. Ainda que a figueira não floresça. Ainda que a videira não dê o seu fruto. Mesmo que não haja alimento nos campos. Eu me alegrarei em Ti, ooh ooh ooh. Ainda que a figueira não floresça. Ainda que a videira não dê o seu fruto. Mesmo que não haja alimento nos campos. Eu me alegrarei em Ti, ooh ooh ooh.  "
207,Ousado Amor,Paulo César Baruk," Antes de eu falar. Tu cantavas sobre mim. Tu tens sido tão, tão bom pra mim. Antes de eu respirar. Sopraste Tua vida em mim. Tu tens sido tão, tão bom pra mim. Oh, impressionante, infinito e ousado amor de Deus. Oh, deixa as noventa e nove só pra me encontrar. Não posso comprálo, nem merecêlo. Mesmo assim se entregou. Oh, impressionante, infinito e ousado amor de Deus. Inimigo eu fui. Mas Teu amor lutou por mim. Tu tens sido tão, tão bom pra mim. Eu não tinha valor. Mas tudo pagou por mim. Tu tens sido tão, tão bom pra mim. Oh, impressionante, infinito e ousado amor de Deus. Oh, deixa as noventa e nove só pra me encontrar. Não posso comprálo, nem merecêlo. Mesmo assim se entregou. Oh, impressionante, infinito e ousado amor de Deus. Traz luz para as sombras. Escala montanhas. Pra me encontrar. Derruba muralhas. Destrói as mentiras. Pra me encontrar.  "
208,Perto de Ti,Canção & Louvor," Não quero mais errar, não quero mais pecar. Não quero transgredir, só quero Te servir. Quero ser mais fiel, quero ser verdadeiro. E no meu coração, Tu és último e o primeiro. Eu quero estar em tua casa. O teu poder quero sentir. Não há lugar, melhor no mundo. Do que estar perto de Ti. Mais perto quero estar, meu Deus, de Ti. Inda que seja dor, que me una a Ti. Sempre hei de suplicar, mais perto quero estar. Mais perto quero estar, meu Deus, de Ti. Eu quero estar em tua casa. O teu poder quero sentir. Não há lugar, melhor no mundo. Do que estar perto de Ti. Eu quero estar em tua casa. O teu poder quero sentir. Não há lugar, melhor no mundo. Do que estar perto de Ti. Do que estar perto de Ti.  "
209,Canção do Céu,Anderson Freire," Existe uma canção em cada um de nós. Foi Deus quem escreveu. Pra Ele mesmo ouvir. O inimigo quer tirar ela de mim. Mas serei fiel até o fim. Integrante sou do coral celestial. O meu Maestro disse que eu sou especial. Não vivo mais eu. Quem vive em mim é Ele. Estou ensaiando pra cantar no céu pra Ele. No coral eu quero cantar. Declarar que Ele é Santo, Santo. Infinitamente adorar. Dizendo que Jesus é Santo, Santo. A composição do céu. Vai cantar quem for fiel. Vou erguer o meu troféu. No coral eu quero cantar. Declarar que Ele é Santo, Santo. Infinitamente adorar. Dizendo que Jesus é Santo, Santo. A composição do céu. Vai cantar quem for fiel. Vou erguer o meu troféu. Adorado, Exaltado, Poderoso. Magnificado, Jesus Cristo, Glorioso. No grande dia esperado vou louvar. Santo é o Senhor. Adorado, Exaltado, Poderoso. Magnificado,Jesus Cristo, Glorioso. No grande dia esperado vou louvar. Santo é o Senhor. No coral eu quero cantar. Declarar que Ele é Santo, Santo. Infinitamente adorar. Dizendo que Jesus é Santo, Santo. A composição do Céu. Vai cantar quem for fiel. Vou erguer o meu troféu.  "
210,Questiona Ou Adora,Ministério Flordelis," Me peguei perguntando O que pode Deus fazer. Mudar todos os planos, fazer o seu querer. Fazer o que lhe apraz, sem dar explicação. Conhecer teu sentimento, e avaliar tua reação. E se Ele não quiser fazer o vento cessar. E se Ele não quiser o mar acalmar. E no meio dessa tempestade. Apenas te restar a voz de um adorador. E se Ele não quiser matar a faraó. Te levar lá no deserto e te deixar só. E no meio da adversidade. Um exército inimigo vier te afrontar. O que é que você faz. Questiona ou adora. Questiona ou adora. Se Ele nada fizer, mostra a sua fé. Questiona ou adora. E se Ele não quiser fazer o vento cessar. E se Ele não quiser o mar acalmar. E no meio dessa tempestade. Apenas te restar à voz de um adorador. E se Ele não quiser matar a faraó. Te levar lá no deserto e te deixar só. E no meio da adversidade. Um exército inimigo vier te afrontar. Questiona ou adora. Questiona ou adora. Se Ele nada fizer, me mostra a sua fé. Questiona ou adora. Nós vivemos num contexto onde tudo tem que dar certo. Ou Deus faz, ou Deus faz. Quando isto não acontece. Nos decepcionamos, nos frustramos. E achamos que Deus nos esqueceu. Que Deus nos abandonou. Mas na verdade Deus quer saber. Se você é um verdadeiro adorador. Então cante, adore. Eu prefiro adorar. Se Ele nada fizer, eu uso a minha fé. Eu prefiro adorar.  "
211,Gideão e Os Trezentos,Eliã Oliveira," Junta o povo, Gideão. Chegou a hora de lutar. Grande vai ser a escolha. Os covardes e medrosos. Do caminho irão voltar. Junta o povo, Gideão. Eu vou marcar a tua história. Te darei o livramento. Pois somente com trezentos. Eu te darei vitória. Trinta e dois mil. Era a quantidade de homens a postos para pelejar. Aparentemente todos corajosos, preparados pra lutar. Porém há momentos que Deus resolve agir diferente. E o Senhor disse a Gideão Ainda tem muita gente. E Disse o Senhor a Gideão. Muito é o povo que está contigo. para Eu dar os midianitas em tuas mãos. A fim de que Israel não se glorie contra mim dizendo. A minha mão me livrou. Apregoa pois agora aos ouvidos de todo o povo dizendo. Os covardes e medrosos voltem. Então o povo ouviu. E começou a voltar um, dois, voltaram vinte mil. Porém há momentos que Deus quer agir diferente. E o Senhor disse a Gideão. Ainda tem muita gente. E disse o Senhor a Gideão. Faz descer o povo às águas e ali os provarei. E há de ser que aquele que Eu te disser esse irá contigo. Esse contigo irá. Porém todo aquele que Eu disser esse não irá contigo. Esse não irá. E Gideão ordenou descer às águas. E de longe começou entender. Que havia um segredo de Deus. Na forma que o povo água ia beber. Pois quem tomasse a água com a mão. E levasse a boca este serviria. Porém quem baixasse perdendo atenção. Esse voltaria. E o segredo de Jeová, naquele momento. Era escolher entre os trinta e dois mil. Somente trezentos. Mas trezentos com buzinas. Trezentos com cântaros. Trezentos com tochas. Trezentos com fogo. Trezentos que obedecem. Trezentos corajosos. Trezentos verdadeiros. Trezentos valorosos. Porque Deus quando entra na guerra. É d'Ele o comando, é d'Ele a estratégia. Manda quebrar o cântaro e toca as buzinas. Não tente entender o trabalhar de Deus. E o resultado é vitória, vitória, vitória. Vitória, vitória, vitória, vitória, vitória, vitória. Deus está dando o livramento. E o resultado é vitória, vitória, vitória. Vitória, vitória, vitória, vitória. Se trinta e dois mil não querem ir. Deus usa os trezentos. Mas trezentos com buzinas. Trezentos com cântaros. Trezentos com tochas. Trezentos com fogo. Trezentos que obedecem. Trezentos corajosos. Trezentos verdadeiro. Trezentos valorosos. Se trinta e dois mil não querem ir. Deus usa os trezentos. Aleluia A vitória é do povo de Deus.  "
212,Se Isso Não For Amor,Shirley Carvalhaes," Deixou o esplendor de sua glória. Sabendo o destino aqui. Estava só e ferido no Gólgota. Para dar a sua vida por mim. Se isto não for amor. O céu não é real. Não há estrelas no céu. As andorinhas não voam mais. Se isto não for amor. O oceano secou. Tudo perde valor. Se isto não for amor. Mesmo na morte lembrouse. Do ladrão que ao seu lado estava. Com amor e ternura faloulhe. No paraíso, comigo estarás. Se isto não for amor. O céu não é real. Não há estrelas no céu. As andorinhas não voam mais. Se isto não for amor. O oceano secou. Tudo perde valor. Se isto não for amor.  "
213,Ao Único,Aline Barros," Ao único que é digno de receber. A honra e a glória, a força e o poder. Ao rei eterno e imortal, invisível, mas real. A Ele ministramos o louvor. Ao único que é digno de receber. A honra e a glória, a força e o poder. Ao rei eterno e imortal, invisível, mas real. A Ele ministramos o louvor. Coroamos a Ti, ó Rei Jesus. Coroamos a Ti, ó Rei Jesus. Adoramos o Teu nome. Nos rendemos aos Teus pés. Consagramos todo nosso ser a Ti. Ao rei eterno e imortal, invisível, mas real. A Ele, ministramos o louvor. Coroamos a Ti, ó Rei Jesus. Coroamos a Ti, ó Rei Jesus. Adoramos o Teu nome. Nos rendemos aos Teus pés. Consagramos todo nosso ser a Ti. Coroamos a Ti, ó Rei Jesus. Coroamos a Ti, ó Rei Jesus. Adoramos o Teu nome. Nos rendemos aos Teus pés. Consagramos todo nosso ser a Ti. Consagramos todo nosso ser a Ti.  "
214,"Te Amarei, Senhor",Padre Zezinho," Me chamaste para caminhar na vida contigo. Decidi para sempre seguirte, não voltar atrás. Me puseste uma brasa no peito e uma flecha na alma. É difícil agora viver sem lembrarme de ti. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti. Eu pensei muitas vezes calar e não dar nem resposta. Eu pensei na fuga esconderme, ir longe de ti. Mas tua força venceu e ao final eu fiquei seduzido. É difícil agora viver sem lembrarme de ti. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti. Ó Jesus, não me deixes jamais caminhar solitário. Pois conheces a minha fraqueza e o meu coração. Vem, ensiname a viver a vida na tua presença. No amor dos irmãos, na alegria, na paz, na união. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti. Eu pensei muitas vezes calar e não dar nem resposta. Eu pensei na fuga esconderme, ir longe de ti. Mas tua força venceu e ao final eu fiquei seduzido. É difícil agora viver sem saudades de ti. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti. Te amarei, Senhor, te amarei, Senhor. Eu só encontro a paz e a alegria. Bem perto de ti.  "
215,Deus do Impossível,Toque No Altar, Quando tudo diz que não. Sua voz me encoraja a prosseguir. Quando tudo diz que não. Ou parece que o mar não vai se abrir. Eu sei que não estou só. E o que dizes sobre mim. Não pode se frustrar. Venha em meu favor. E cumpra em mim teu querer. Deus do impossível. Não desistiu de mim. Sua destra me sustenta. E me faz prevalecer. Deus do impossível. Deus do impossível. Deus do impossível. E não desiste de um filho seu. O Deus do Impossível.  
216,Dependente,Alisson e Neide," Eu não sei andar sozinho. Com minhas forças eu não consigo. Eu preciso ser guiado por ti. Preciso ser ajudado por ti. Preciso ser alimentado por ti. Se não eu não vou conseguir. Sou como uma criança de colo. Que precisa da mãe pra o alimentar. Eu sou como uma criança de colo. Que precisa ainda da mãe para andar. Eu sou como uma criança de colo. Que precisa da mãe para lhe proteger. Eu sou como uma criança de colo. Que precisa ainda da mãe pra criar. Significando que eu sou vulnerável às coisas do mundo. E Pai, no Teu colo seguro estou, me ajuda a prosseguir. Com minhas forças eu não vou conseguir. Mas com Tua força eu chego aí. Com minhas forças não consigo andar. Mas nos teus braços eu vou caminhar. Andando sozinho não chego a lugar nenhum. Mas se o Senhor está comigo, eu confio. Se Tu me abraçar, do outro lado eu vou chegar. E o hino da vitória nós vamos cantar. No céu nós vamos cantar. No céu nós vamos cantar. No céu nós vamos cantar. E o hino da vitória nós vamos cantar. No céu nós vamos cantar. No céu nós vamos cantar. No céu nós vamos cantar. E o hino da vitória nós vamos cantar. E quando eu chegar lá no céu o rosto do meu Deus eu quero ver. E quando eu chegar lá em Israel eu quero abraçar o dono do céu. E quando subir acima das nuvens o grande Deus irá me conduzir. Até a mesa da santa ceia e la no céu Ele vai me servir. E quando chegar no trono de Deus, o mesmo Deus irá me julgar. Ao ver as obras que eu fiz, o céu inteiro ele vai me apresentar. Desse lado aqui, tu podes prosseguir. Do lado de lá você, pode dançar. Aqui na minha frente, tu pode passear. O céu é teu e você pode andar. Lindo céu eu quero ir pra lá. Lindo céu e lá eu vou chegar. Lindo céu e lá no céu eu vou cantar santo é o Deus de Israel. Santo, Santo, Santo. No lindo coral todos nós iremos cantar. Santo, Santo, Santo. Imagino o coral todos nós iremos cantar. Santo, Santo, Santo. No lindo coral todos nós iremos cantar. No céu nós vamos cantar. No céu nós vamos cantar. No céu nós vamos cantar. O hino da vitória nós vamos cantar.  "
217,Me Escolheu,Sarah Farias," O Senhor sabia que eu mudaria. O Senhor sabia que um dia eu falharia. O Senhor sabia que um dia a coragem me faltaria. Ou o medo me atingiria. Mas mesmo assim me escolheu. Mas mesmo assim me escolheu. Porque a gloria é dele e tudo é pra Ele. E somente Ele não falhará. O Senhor sabia que eu mudaria. O Senhor sabia que um dia eu falharia. O Senhor sabia que um dia a coragem me faltaria. Ou o medo me atingiria. Mas mesmo assim me escolheu. Mas mesmo assim me escolheu. Porque a gloria é dele e tudo é pra Ele. E somente Ele não falhará. Mas mesmo assim me escolheu. Mas mesmo assim me escolheu. Porque a gloria é dele e tudo é pra Ele. E somente Ele não falhará. Perdoame pelas vezes que eu não te glorifiquei. Tanto que eu pedi e pouco agradeci. Perdoame, perdoame recebeme como filho perdoame. Mas mesmo assim me escolheu. Mas mesmo assim me escolheu. Porque a gloria é dele e tudo é pra Ele. E somente Ele não falhará.  "
218,Jamais Deixarei Você,Bruna Karla," Olha pra mim, você já sabe. O que eu sinto não é mais um segredo. Eu sempre quis alguém assim. Pra me amar e cuidar de mim. Eu prometo, vou te retribuir. Tudo aquilo que tem feito por mim. Ah, eu prometo te fazer mais feliz. E ser tudo que você sempre quis. Quando você chorar. Eu vou estar aqui pra te abraçar. Palavras nem sempre vão adiantar. Mas você verá escrito no meu olhar. Amor, jamais deixarei você. Olha pra mim, você já sabe. O que eu sinto não é mais um segredo. Eu sempre quis alguém assim. Pra me amar e cuidar de mim. Eu prometo, vou te retribuir. Tudo aquilo que tem feito por mim. Ah eu prometo, te fazer mais feliz. E ser tudo que você sempre quis. Quando você chorar. Eu vou estar aqui pra te abraçar. Palavras nem sempre vão adiantar. Mas você verá escrito no meu olhar. Amor, jamais deixarei você. Foi difícil chegar até aqui. Mas você sempre me fazia sorrir. Segurava a minha mão dizendo. ""Deus conosco está"". E o nosso amor resistirá. Quando você chorar. Eu vou estar aqui pra te abraçar. Palavras nem sempre vão adiantar. Mas você verá escrito no meu olhar. Quando você chorar. Eu vou estar aqui pra te abraçar. Palavras nem sempre vão adiantar. Mas você verá escrito no meu olhar. Amor, jamais deixarei você. Olha pra mim, leia em meus olhos. Jamais deixarei você.  "
219,Força e Vitória,Eliana Ribeiro," Todo joelho se dobrará. E toda língua proclamará. Que Jesus Cristo é o Senhor. Todo joelho se dobrará. E toda língua proclamará. Que Jesus Cristo é o Senhor. Nada poderá me abalar. Nada poderá me derrotar. Pois minha força e vitória. Tem um nome. É Jesus. Nada poderá me abalar. Nada poderá me derrotar. Pois minha força e vitória. É Jesus. Quero viver tua palavra. Quero ser cheio do teu Espírito. Mas só te peço, livrame do mal. Quero viver tua palavra. Quero ser cheio do teu Espírito. Mas só te peço, livrame do mal. Jesus. Jesus. Jesus.  "
220,Sacrifício e Adoração,Damares," Quando adoravam na prisão e as cadeias se quebraram. Davi quando salmodiava, dedilhando sua harpa. Miriã tocava seu tamborim em adoração a Deus. Povos, línguas e nações entoarão louvores ao senhor. E toda carne louvará o seu nome para todo sempre. Quando tudo está bem, é fácil cantar. Quando nada falta, é fácil adorar. O celeiro está cheio, é fácil ficar animado. É muito fácil amar quando a gente é amado. Mas é preciso aprender que nem tudo é bonança. Vem a hora da dor e a desesperança. Vem a ingratidão, vem o desamor. Mas até nessas horas adore ao Senhor. Se tudo está difícil, adore ao Senhor. Mesmo no sacrifício, dai a Ele louvor. Se tudo está difícil, adore ao Senhor. Mesmo no sacrifício, dai a Ele louvor. Se você for capaz de adorar, a prova vai passar. O louvor move o céu. E as cadeias também podem quebrar. Mesmo na dor Jó adorou, Paulo e Silas deram louvor. A terra tremeu, a prisão se abriu. As cadeias se quebraram. Davi cantava, o rei se alegrava. O mal não resiste o louvor. Mas é preciso aprender que nem tudo é bonança. Vem a hora da dor e a desesperança. Vem a ingratidão, vem o desamor. Mas até nessas horas adore ao Senhor. Se tudo está difícil, adore ao Senhor. Mesmo no sacrifício, dai a Ele louvor. Se tudo está difícil, adore ao Senhor. Mesmo no sacrifício, dai a Ele louvor. Se você for capaz de adorar, a prova vai passar. O louvor move o céu. E as cadeias também podem quebrar. Mesmo na dor Jó adorou, Paulo e Silas deram louvor. A terra tremeu, a prisão se abriu. As cadeias se quebraram. Davi cantava, o rei se alegrava. O mal não resiste o louvor. Mesmo na dor Jó adorou, Paulo e Silas deram louvor. A terra tremeu, a prisão se abriu. As cadeias se quebraram. Davi cantava, o rei se alegrava. O mal não resiste o louvor. O mal não resiste o louvor (louvor). Louve ao Senhor.  "
221,Viverei Milagres,Vanilda Bordieri," Milagres. Milagres, viverei milagres, cantarei milagres. Porque só Tu és, o Deus de milagres. Porque só Deus fez, porque só Deus faz. Só Deus faz milagres. Jesus caminhava em meio à multidão. Estava ali à beira do caminho, então. A mulher que há doze anos padecia. De uma hemorragia, como ela sofria. Gastou tudo que tinha com a medicina. Mas soube que naquele dia passaria. O TodoPoderoso homem de Nazaré. Então, usou sua fé. Tocou nas vestes de Jesus. E o milagre aconteceu. O que a medicina já desenganou. Tocou nas vestes de Jesus e o milagre aconteceu. Milagres, viverei milagres, cantarei milagres. Porque só Tu és, o Deus de milagres. Porque só Deus fez, porque só Deus faz. Só Deus faz milagres. Entrou com os discípulos lá em Naim. Se deparou com um funeral e uma mulher que ali. Havia enterrado o seu marido, e agora o seu filho. No cemitério a cova pronta já estava. E os coveiros prontos para o enterro ali fazer. Não sabiam que o enterro naquele dia não iria acontecer. Jesus o funeral então mandou parar. Tocou no esquife e o morto mandou levantar. O jovem ali Jesus ressuscitou. E a multidão vendo aquilo começou glorificar. Milagres viverei milagres, cantarei milagres. Porque só Tu és, o Deus de milagres. Porque só Deus fez, porque só Deus faz. Só Deus faz milagres. Seja curado, seja renovado. Todo enterro hoje está sendo cancelado. Obra feita contra a tua família e tua casa,. Projetos do inferno estão sendo hoje quebrados. Laços de morte, cai por terra agora. Toda enfermidade, cai por terra agora. Toda maldição foi quebrada lá na cruz. Receba o teu milagre agora, em nome de Jesus. Milagres, viverei milagres, cantarei milagres. Porque só Tu és, o Deus de milagres. Porque só Deus fez, por só Deus faz. Só Deus faz milagres.  "
222,Portões Celestiais,Rose Nascimento," Me falaram de um lugar, de um lugar muito distante daqui. Me falaram de um lugar,onde o Rei dos Reis está a reinar. Onde o Todo Poderoso está assentado no seu trono. Recebendo a adoração que vem do nosso coração. Santo, Santo eu irei cantar. Quando eu passar os portões celestiais. Com os anjos para sempre estarei. Bem juntinho bem ao lado do meu Rei. Cantando um hino em adoração, em louvor. Sempre sempre e nunca mais voltar. Em adoração em louvor sempre, sempre e nunca mais voltar. Hoje eu sei que este lugar não se pode comparar (comparar). Pois riqueza é o que não falta e coroa até teremos ali. Cantaremos com os anjos voaremos com os arcanjos. Onde livre viveremos e pra sempre então diremos. Aleluia, Aleluia, Aleluia.  "
